,content,text_only,text_len,type,source_identifier,file_name
41,"\begin{equation}
\label{eomhk}
    h''_{\bf k}(\tau)+2aHh'_{\bf k}(\tau)+k^2h_{\bf k}(\tau)=4S_{\bf k}(\tau)~.
\end{equation}","\begin{equation}
\label{eomhk}
    h''_{\bf k}(\tau)+2aHh'_{\bf k}(\tau)+k^2h_{\bf k}(\tau)=4S_{\bf k}(\tau)~.
\end{equation}",125,text,Source_41,2510.22218v1
42,"Here $S_{\bf k}(\tau)$ is the source term from scalar perturbation:
",Here is the source term from scalar perturbation:,49,text,Source_42,2510.22218v1
43,"\begin{equation}
\label{source}
    S_{\bf k}(\tau)=\int \frac{{{d^3}}q}{(2\pi)^{3/2}}e_{ij}({\bf k})q_iq_j\left[2\Phi_{\bf q}\Phi_{\bf k-q}+\frac{4}{3(1+w)}\left(\Phi_{\bf q}+\frac{\Phi_{\bf q}^\prime}{\cal H}\right)\left(\Phi_{\bf k-q}+\frac{\Phi_{\bf k-q}^\prime}{\cal H}\right) \right]~,
\end{equation}","\begin{equation}
\label{source}
    S_{\bf k}(\tau)=\int \frac{{{d^3}}q}{(2\pi)^{3/2}}e_{ij}({\bf k})q_iq_j\left[2\Phi_{\bf q}\Phi_{\bf k-q}+\frac{4}{3(1+w)}\left(\Phi_{\bf q}+\frac{\Phi_{\bf q}^\prime}{\cal H}\right)\left(\Phi_{\bf k-q}+\frac{\Phi_{\bf k-q}^\prime}{\cal H}\right) \right]~,
\end{equation}",306,text,Source_43,2510.22218v1
44,"where $\Phi_{\bf k}$ is the gravitational potential, and $e_{ij}({\bf k})$ is the polarization tensor. The solution of Eq. \eqref{eomhk} is
","where is the gravitational potential, and is the polarization tensor. The solution of Eq. is",92,text,Source_44,2510.22218v1
45,"\begin{equation}
\label{solhk}
    h_{\bf k}(\tau)=\frac{4}{a}\int^\tau{{d}}\tau' G_{\bf k}(\tau,\tau')a(\tau')S_{\bf k}(\tau')~,
\end{equation}","\begin{equation}
\label{solhk}
    h_{\bf k}(\tau)=\frac{4}{a}\int^\tau{{d}}\tau' G_{\bf k}(\tau,\tau')a(\tau')S_{\bf k}(\tau')~,
\end{equation}",144,text,Source_45,2510.22218v1
46,"where $G_{\bf k}(\tau,\tau')$ is the Green function. 
",where is the Green function.,28,text,Source_46,2510.22218v1
47,"After inflation ends, we assume that the universe entered into a radiation-dominated era, where everything has decayed into relativistic particles. In this era the gravitational potential satisfies the equation
","After inflation ends, we assume that the universe entered into a radiation-dominated era, where everything has decayed into relativistic particles. In this era the gravitational potential satisfies the equation",210,text,Source_47,2510.22218v1
48,"\begin{equation}
    \Phi''_{\bf k}(\tau)+\frac{6(1+w)}{(1+3w)\tau}\Phi'_{\bf k}+wk^2\Phi_{\bf k}(\tau)=0~,
\end{equation}","\begin{equation}
    \Phi''_{\bf k}(\tau)+\frac{6(1+w)}{(1+3w)\tau}\Phi'_{\bf k}+wk^2\Phi_{\bf k}(\tau)=0~,
\end{equation}",122,text,Source_48,2510.22218v1
49,"where in the radiation-dominated era, one has $w=1/3$. This gives rise to the solution: 
\begin{eqnarray}
    \Phi_{\bf k}(\tau)&=&\Phi_0({\bf k}){\cal T}(k,\tau)~,\\
    \label{transfunc}
    {\cal T}(k,\tau)&=&3\frac{{\sin (k\tau /\sqrt 3) - (k\tau /\sqrt 3)\cos (k\tau /\sqrt 3)}}{(k\tau /\sqrt 3)^3}~.
\end{eqnarray}
The coefficient $\Phi_0({\bf k})$ is the initial condition of the solution for this era, which will be connected to the perturbations during inflation. As the Newtonian potential, it relates to the curvature perturbation $\zeta$ as 
","where in the radiation-dominated era, one has . This gives rise to the solution: _{ k}()&=&_0({ k}){ T}(k,)~, { T}(k,)&=&3}{(k / 3)^3}~. The coefficient is the initial condition of the solution for this era, which will be connected to the perturbations during inflation. As the Newtonian potential, it relates to the curvature perturbation as",342,text,Source_49,2510.22218v1
50,"\begin{equation}
\label{phizeta}
    \Phi_0({\bf k})\simeq\frac{\epsilon}{1+\epsilon}\zeta_{\bf k}=\frac{3+3w}{5+3w}\zeta_{\bf k}~.
\end{equation}","\begin{equation}
\label{phizeta}
    \Phi_0({\bf k})\simeq\frac{\epsilon}{1+\epsilon}\zeta_{\bf k}=\frac{3+3w}{5+3w}\zeta_{\bf k}~.
\end{equation}",146,text,Source_50,2510.22218v1
51,"The tensor spectrum is defined as:
",The tensor spectrum is defined as:,34,text,Source_51,2510.22218v1
52,"\begin{equation}
\label{tensorspectrum}
    \langle h_{\bf k}(\tau)h_{{\bf k}'}(\tau)\rangle=\delta^3({\bf k}+{\bf k}')\frac{2\pi^2}{k^3}P_h(k,\tau)~.
\end{equation}","\begin{equation}
\label{tensorspectrum}
    \langle h_{\bf k}(\tau)h_{{\bf k}'}(\tau)\rangle=\delta^3({\bf k}+{\bf k}')\frac{2\pi^2}{k^3}P_h(k,\tau)~.
\end{equation}",165,text,Source_52,2510.22218v1
53,"Meanwhile, the energy density of gravitational waves is defined as:
","Meanwhile, the energy density of gravitational waves is defined as:",67,text,Source_53,2510.22218v1
54,"\begin{equation}
    \rho_{\rm GW}(k,\tau)\equiv\frac{d\rho_{\rm GW}}{d\ln k}=\frac{M_p^2}{16a^2}\frac{d}{d\ln k}\langle h_{ij,{\bf k}}h_{ij,{\bf k}}\rangle~,
\end{equation}","\begin{equation}
    \rho_{\rm GW}(k,\tau)\equiv\frac{d\rho_{\rm GW}}{d\ln k}=\frac{M_p^2}{16a^2}\frac{d}{d\ln k}\langle h_{ij,{\bf k}}h_{ij,{\bf k}}\rangle~,
\end{equation}",173,text,Source_54,2510.22218v1
55,"note that here $h_{ij}$ is Fourier conjugate of the $h_{\bf k}(\tau)$ in Eq. \eqref{tensorspectrum}, and $h_{ij,{\bf k}}\equiv\partial_{\bf k}h_{ij}$. Therefore, the energy density fraction of the gravitational waves is written as:
","note that here is Fourier conjugate of the in Eq. , and . Therefore, the energy density fraction of the gravitational waves is written as:",138,text,Source_55,2510.22218v1
56,"\begin{equation}
    \Omega_{\rm{GW}}(k,\tau)\equiv\frac{\rho_{\rm{GW}}(k,\tau)}{\rho_{\rm{tot}}(\tau)}=\frac{1}{24}\left(\frac{k}{a(\tau)H(\tau)}\right)^2P_h(k,\tau)~.
\end{equation}","\begin{equation}
    \Omega_{\rm{GW}}(k,\tau)\equiv\frac{\rho_{\rm{GW}}(k,\tau)}{\rho_{\rm{tot}}(\tau)}=\frac{1}{24}\left(\frac{k}{a(\tau)H(\tau)}\right)^2P_h(k,\tau)~.
\end{equation}",183,text,Source_56,2510.22218v1
57,"At the horizon-reentrance time $\tau_k$ when $k=a(\tau_k)H(\tau_k)$, one has $\Omega^{\langle k\rangle}_{\rm{GW}}(k)=P^{\langle k\rangle}_h(k)/24$, where the subscript $\langle k\rangle$ denotes the values at reentrance time point $\tau_k$. On the other hand, for gravitational waves generated during radiation-dominated era, $\rho_{\rm{GW}}(k,\tau)=\Omega_{\rm{GW}}(k,\tau)\rho_{\rm{tot}}(\tau)$ evolves as $a^{-4}$ \cite{Kohri:2018awv, Domenech:2020xin}. Thus one has:
","At the horizon-reentrance time when , one has , where the subscript denotes the values at reentrance time point . On the other hand, for gravitational waves generated during radiation-dominated era, evolves as . Thus one has:",225,text,Source_57,2510.22218v1
58,"\begin{equation}
    \frac{\Omega^{\langle 0\rangle}_{\rm{GW}}(k)}{\Omega^{\langle k\rangle}_{\rm{GW}}(k)}=a^4(\tau_k)\left(\frac{\rho^{\langle k\rangle}_{\rm{tot}}}{\rho^{\langle 0\rangle}_{\rm{tot}}}\right)=\left(\frac{g^{\langle k\rangle}_\ast}{g^{\langle 0\rangle}_\ast}\right)\left(\frac{g^{\langle k\rangle}_{\ast S}}{g^{\langle 0\rangle}_{\ast S}}\right)^{-\frac{4}{3}}\Omega^{\langle 0\rangle}_r~,
\end{equation}","\begin{equation}
    \frac{\Omega^{\langle 0\rangle}_{\rm{GW}}(k)}{\Omega^{\langle k\rangle}_{\rm{GW}}(k)}=a^4(\tau_k)\left(\frac{\rho^{\langle k\rangle}_{\rm{tot}}}{\rho^{\langle 0\rangle}_{\rm{tot}}}\right)=\left(\frac{g^{\langle k\rangle}_\ast}{g^{\langle 0\rangle}_\ast}\right)\left(\frac{g^{\langle k\rangle}_{\ast S}}{g^{\langle 0\rangle}_{\ast S}}\right)^{-\frac{4}{3}}\Omega^{\langle 0\rangle}_r~,
\end{equation}",420,text,Source_58,2510.22218v1
59,"where the subscript $\langle 0\rangle$ denotes the values at the current time, and $\Omega^{\langle 0\rangle}_{r}\equiv\rho^{\langle 0\rangle}_r/\rho^{\langle 0\rangle}_{\rm{tot}}\simeq 4.3\times10^{-5}h^{-2}$. Here we have made use of the fact that in radiation-dominated era $\rho^{\langle k\rangle}_{\rm{tot}}=\rho^{\langle k\rangle}_{r}$, $\rho_{r}(\tau)=(\pi^2/30)g_\ast T^4$ and the entropy $s\sim g_{\ast S}T^3\sim a^{-3}$ (adiabatic condition). Then 
the current energy density fraction, which is to be compared to observations, is
","where the subscript denotes the values at the current time, and . Here we have made use of the fact that in radiation-dominated era , and the entropy (adiabatic condition). Then the current energy density fraction, which is to be compared to observations, is",258,text,Source_59,2510.22218v1
60,"\begin{equation}
    \Omega^{\langle 0\rangle}_{\rm{GW}}(k)= \frac{\Omega^{\langle 0\rangle}_r}{{24}}\left(\frac{g^{\langle k\rangle}_\ast}{g^{\langle 0\rangle}_\ast}\right)\left(\frac{g^{\langle k\rangle}_{\ast S}}{g^{\langle 0\rangle}_{\ast S}}\right)^{-\frac{4}{3}}P^{\langle k\rangle}_h(k)~.
\end{equation}","\begin{equation}
    \Omega^{\langle 0\rangle}_{\rm{GW}}(k)= \frac{\Omega^{\langle 0\rangle}_r}{{24}}\left(\frac{g^{\langle k\rangle}_\ast}{g^{\langle 0\rangle}_\ast}\right)\left(\frac{g^{\langle k\rangle}_{\ast S}}{g^{\langle 0\rangle}_{\ast S}}\right)^{-\frac{4}{3}}P^{\langle k\rangle}_h(k)~.
\end{equation}",310,text,Source_60,2510.22218v1
61,"Using Eqs. \eqref{solhk} and \eqref{phizeta} and after tedious calculation, one gets the spectrum of tensor perturbation at the horizon-reentrance as 
","Using Eqs. and and after tedious calculation, one gets the spectrum of tensor perturbation at the horizon-reentrance as",119,text,Source_61,2510.22218v1
62,"\begin{equation}
    P^{\langle k\rangle}_h(k) = 4\int_1^\infty  {{d}}t\int_0^1 {{d}}s{{\left[{\frac{{\left({{t^2} - 1} \right)\left({1 - {s^2}} \right)}}{{{t^2} - {s^2}}}} \right]}^2}{I^2}\left({t,s} \right){P_\zeta }\left({k\frac{{t - s}}{2}} \right){P_\zeta }\left({k\frac{{t + s}}{2}} \right)~,
\end{equation}","\begin{equation}
    P^{\langle k\rangle}_h(k) = 4\int_1^\infty  {{d}}t\int_0^1 {{d}}s{{\left[{\frac{{\left({{t^2} - 1} \right)\left({1 - {s^2}} \right)}}{{{t^2} - {s^2}}}} \right]}^2}{I^2}\left({t,s} \right){P_\zeta }\left({k\frac{{t - s}}{2}} \right){P_\zeta }\left({k\frac{{t + s}}{2}} \right)~,
\end{equation}",313,text,Source_62,2510.22218v1
63,"while the transfer function $I(t,s)$ is given by:
",while the transfer function is given by:,40,text,Source_63,2510.22218v1
64,"\begin{equation}{I^2}(t,s)  = 288\frac{(s^2 + t^2 - 6)^2}{(t^2 - s^2)^6}\bigg[ \frac{\pi^2}{4}(s^2 + t^2 - 6)^2\Theta(t - \sqrt{3}) + \left({t^2 - s^2 - \frac{1}{2}(s^2 + t^2 - 6)\ln \left| \frac{t^2 - 3}{3 - s^2} \right|} \right)^2 \bigg]~,
        \label{I}
\end{equation}","\begin{equation}{I^2}(t,s)  = 288\frac{(s^2 + t^2 - 6)^2}{(t^2 - s^2)^6}\bigg[ \frac{\pi^2}{4}(s^2 + t^2 - 6)^2\Theta(t - \sqrt{3}) + \left({t^2 - s^2 - \frac{1}{2}(s^2 + t^2 - 6)\ln \left| \frac{t^2 - 3}{3 - s^2} \right|} \right)^2 \bigg]~,
        \label{I}
\end{equation}",274,text,Source_64,2510.22218v1
65,"where $t\equiv (|{\bf k}-{\bf q}|+q)/k$, $s\equiv(|{\bf k}-{\bf q}|-q)/k$. 
","where , .",9,text,Source_65,2510.22218v1
66,"Since the tensor spectrum contains complicated integrations, it is then difficult to make predictions analytically, so we refer to numerical solutions as well. In Fig. \ref{fig:SIGW} we plot the posterior distributions for the amplitude of curvature perturbation as well as the scales. In this plot, we use NANOGrav 15-yr data as well as the BPL parametrization as shown in Eq. \eqref{BPL}. The contour in Fig. \ref{fig:SIGW} is not too different from previous works with BPL curvature spectrum, which is because the result actually has weak dependence on power-law indices of curvature power spectrum, except for requiring a blue-tilt by the PTA data. Moreover, as is shown in e.g. \cite{Cai:2018dig}, the non-Gaussian property of the curvature perturbations will not alter the result too much, either. 
","Since the tensor spectrum contains complicated integrations, it is then difficult to make predictions analytically, so we refer to numerical solutions as well. In Fig. we plot the posterior distributions for the amplitude of curvature perturbation as well as the scales. In this plot, we use NANOGrav 15-yr data as well as the BPL parametrization as shown in Eq. . The contour in Fig. is not too different from previous works with BPL curvature spectrum, which is because the result actually has weak dependence on power-law indices of curvature power spectrum, except for requiring a blue-tilt by the PTA data. Moreover, as is shown in e.g. , the non-Gaussian property of the curvature perturbations will not alter the result too much, either.",744,text,Source_66,2510.22218v1
67,"\begin{figure}
    \centering
    \includegraphics[width=0.8\linewidth]{plot/posterier.pdf}
    \caption{Posterior of the parameters of the BPL model, where NANOGrav 15-yr data was used. The contours of the 2D posterior plot from dark to light corresponds to the 1$\sigma$, 2$\sigma$ and 3$\sigma$ confidence levels, respectively. Priors of the parameters $\lg (k_*/\mathrm{Mpc^{-1}})$ and $\lg A$ are $U\sim(5.8,12.8)$ and $U\sim(-3,2)$.}
    \label{fig:SIGW}
\end{figure}","\begin{figure}
    \centering
    \includegraphics[width=0.8\linewidth]{plot/posterier.pdf}
    \caption{Posterior of the parameters of the BPL model, where NANOGrav 15-yr data was used. The contours of the 2D posterior plot from dark to light corresponds to the 1$\sigma$, 2$\sigma$ and 3$\sigma$ confidence levels, respectively. Priors of the parameters $\lg (k_*/\mathrm{Mpc^{-1}})$ and $\lg A$ are $U\sim(5.8,12.8)$ and $U\sim(-3,2)$.}
    \label{fig:SIGW}
\end{figure}",473,text,Source_67,2510.22218v1
68,"In this section we analyze the formation of PBHs and see whether the overproduction problem will be avoided in our model. To do this, we make use of the ``compaction function"" approach, which was introduced in \cite{Shibata:1999zs} has been widely discussed in \cite{Harada:2015yda, Yoo:2018kvb, Kawasaki:2019mbl, Biagetti:2021eep, Kitajima:2021fpq, Young:2022phe, Escriva:2022pnz, Ferrante:2022mui, Gow:2022jfb}.  In this approach, one defines the compaction function as:
","In this section we analyze the formation of PBHs and see whether the overproduction problem will be avoided in our model. To do this, we make use of the ``compaction function"" approach, which was introduced in has been widely discussed in . In this approach, one defines the compaction function as:",298,text,Source_68,2510.22218v1
69,"\begin{equation}{\cal{C}}(\boldsymbol{x},r)=2\frac{\delta M(\boldsymbol{x},r)}{R(r)}~,
\end{equation}","\begin{equation}{\cal{C}}(\boldsymbol{x},r)=2\frac{\delta M(\boldsymbol{x},r)}{R(r)}~,
\end{equation}",101,text,Source_69,2510.22218v1
70,"which describes the mass excess within a sphere areal radius $R$ centred on spatial coordinate $\boldsymbol{x}$. The Misner-Sharp mass is defined as:
",which describes the mass excess within a sphere areal radius centred on spatial coordinate . The Misner-Sharp mass is defined as:,129,text,Source_70,2510.22218v1
71,"\begin{equation}
    M=\int 4\pi R^2\rho{{d}}R=\int 4\pi R^2R_{,r}\rho{{d}}r~,
\end{equation}","\begin{equation}
    M=\int 4\pi R^2\rho{{d}}R=\int 4\pi R^2R_{,r}\rho{{d}}r~,
\end{equation}",93,text,Source_71,2510.22218v1
72,"\begin{equation}
\label{density}
    \delta\left({\bf{x}}\right)=\frac{2(1+w)}{5+3w}{\left({\frac{1}{aH}}\right)^2}{\rm{e}}^{2\zeta}\left(\zeta_{,r,r}-\frac{1}{2}\zeta_{,r}^2+\frac{2}{r}\zeta_{,r} \right)~.
\end{equation}","\begin{equation}
\label{density}
    \delta\left({\bf{x}}\right)=\frac{2(1+w)}{5+3w}{\left({\frac{1}{aH}}\right)^2}{\rm{e}}^{2\zeta}\left(\zeta_{,r,r}-\frac{1}{2}\zeta_{,r}^2+\frac{2}{r}\zeta_{,r} \right)~.
\end{equation}",221,text,Source_72,2510.22218v1
73,"We assume that PBHs are generated in the radiation-dominated era, where $w=1/3$. Substituting Eq. \eqref{density} into Eq. \eqref{deltaM}, it is straightforward to get: 
\begin{eqnarray}
    \label{comp2}
{{\cal C}}(r)&=&\frac{4}{3}r\zeta_{,r}\left(1-\frac{1}{2}r\zeta_{,r} \right)={\cal C}_l(r)\left(1-\frac{3}{8}{\cal C}_l^2(r) \right)~,
\end{eqnarray}
where we define the linear part of ${\cal C}(r)$: 
","We assume that PBHs are generated in the radiation-dominated era, where . Substituting Eq. into Eq. , it is straightforward to get: {{ C}}(r)&=&{3}r_{,r}(1-{2}r_{,r} )={ C}_l(r)(1-{8}{ C}_l^2(r) )~, where we define the linear part of :",235,text,Source_73,2510.22218v1
74,"\begin{equation}
    \label{comp3}
{\cal C}_l(r)=\frac{4}{3}r\zeta_{,r}~.
\end{equation}","\begin{equation}
    \label{comp3}
{\cal C}_l(r)=\frac{4}{3}r\zeta_{,r}~.
\end{equation}",88,text,Source_74,2510.22218v1
75,"For general non-Gaussian curvature perturbation $\zeta=\zeta(\zeta_G,r)$, the compaction function ${\cal C}(r)$ can be written as 2D function of $\zeta_G$ and $\zeta_{G,r}$, or equivalently $\zeta_G$ and ${\cal C}_G\equiv r\zeta_{G,r}$ \cite{Gow:2022jfb}. Then ${\cal C}_l(r)$ can be represented by ${\cal C}_G(r)$ as: 
","For general non-Gaussian curvature perturbation , the compaction function can be written as 2D function of and , or equivalently and . Then can be represented by as:",165,text,Source_75,2510.22218v1
76,"\begin{equation}
    \label{comp4}
    {\cal C}_l(r)=\frac{4}{3}r\zeta_{,r}=\frac{4}{3}r\frac{{{d}}\zeta}{{{d}}\zeta_G}\zeta_{G{,r}}=\frac{4}{3}\frac{d\zeta}{d\zeta_G}{\cal C}_G~.
\end{equation}","\begin{equation}
    \label{comp4}
    {\cal C}_l(r)=\frac{4}{3}r\zeta_{,r}=\frac{4}{3}r\frac{{{d}}\zeta}{{{d}}\zeta_G}\zeta_{G{,r}}=\frac{4}{3}\frac{d\zeta}{d\zeta_G}{\cal C}_G~.
\end{equation}",194,text,Source_76,2510.22218v1
77,"Naively speaking, the non-Gaussian curvature perturbation takes the power-law form: 
","Naively speaking, the non-Gaussian curvature perturbation takes the power-law form:",83,text,Source_77,2510.22218v1
78,"\begin{equation}
    \label{nonG}
    \zeta(\zeta_G)=\zeta_G+(3/5)f_{\rm nl}\zeta_G^2~.
\end{equation}","\begin{equation}
    \label{nonG}
    \zeta(\zeta_G)=\zeta_G+(3/5)f_{\rm nl}\zeta_G^2~.
\end{equation}",102,text,Source_78,2510.22218v1
79,"Thus, the 2D PDF of these two Gaussian variables is 
","Thus, the 2D PDF of these two Gaussian variables is",51,text,Source_79,2510.22218v1
80,"\begin{equation}
    \label{PDF}
P(\zeta_G, {\cal C}_G) = \frac{1}{2\pi\sqrt{|\bf\Sigma|}}{\rm{Exp}}\left[{-\frac{1}{2}{{\bf{X}}^{\rm{T}}}{{\bf{\Sigma }}^{ - 1}}{\bf{X}}} \right]~,
\end{equation}","\begin{equation}
    \label{PDF}
P(\zeta_G, {\cal C}_G) = \frac{1}{2\pi\sqrt{|\bf\Sigma|}}{\rm{Exp}}\left[{-\frac{1}{2}{{\bf{X}}^{\rm{T}}}{{\bf{\Sigma }}^{ - 1}}{\bf{X}}} \right]~,
\end{equation}",195,text,Source_80,2510.22218v1
81,"with variables matrix and covariance matrix 
",with variables matrix and covariance matrix,43,text,Source_81,2510.22218v1
82,"\begin{equation}
    \label{RV}
{\bf{X}}\equiv\left[ \begin{array}{l}
\zeta_G\\
{\cal C}_G
\end{array} \right],~~~{\bf{\Sigma}}\equiv\left[{\begin{array}{*{20}{c}}{\sigma _{\zeta}^2}&{\sigma _{\zeta{\cal C} }^2}\\
{\sigma _{\zeta{\cal C} }^2}&{\sigma_{\cal C} ^2}
\end{array}} \right]~,
\end{equation}","\begin{equation}
    \label{RV}
{\bf{X}}\equiv\left[ \begin{array}{l}
\zeta_G\\
{\cal C}_G
\end{array} \right],~~~{\bf{\Sigma}}\equiv\left[{\begin{array}{*{20}{c}}{\sigma _{\zeta}^2}&{\sigma _{\zeta{\cal C} }^2}\\
{\sigma _{\zeta{\cal C} }^2}&{\sigma_{\cal C} ^2}
\end{array}} \right]~,
\end{equation}",301,text,Source_82,2510.22218v1
83,"and the components of the covariance matrix 
\begin{eqnarray}
    \label{Covzetazeta}
\sigma _\zeta ^2 (r_H)&\equiv&\langle\zeta_G^2({\bf x},r_H)\rangle= \int_{}^{}  W^2\left({k,r_H} \right){\cal T}^2(k,r_H)P_\zeta(k){ d}\ln k~,\\
    \label{CovCzeta}
\sigma _{\zeta{\cal C}}^2(r_H) &\equiv&\langle\zeta_G({\bf x},r_H){\cal C}({\bf x},r_H)\rangle= \frac{4}{3}r_H \int_{}^{}  W\left({k,r_H} \right)W_{,r_H}\left({k,r_H} \right){\cal T}^2(k,r_H)P_\zeta(k){ d}\ln k~,\\
    \label{CovCC}
\sigma _{{\cal C}}^2(r_H)&\equiv&\langle{\cal C}^2({\bf x},r_H)\rangle =\frac{16}{9}r_H^2\int_{}^{} W_{,r_H}^2\left({k,r_H} \right){\cal T}^2(k,r_H)P_\zeta(k){ d}\ln k~.
\end{eqnarray}
Here $W(k,r_H)=\sin(kr_H)/(kr_H)$ is the window function, and the transfer function ${\cal T}(k,r_H)$ is from Eq. \eqref{transfunc}, where we set $\tau=r_H$ for calculating the variance at the horizon crossing of $r_H$. See also \cite{Ando:2018qdb,Young:2019osy} for discussions on various choices of window functions. Generally speaking, for $r_H\rightarrow+\infty$, $\sigma _\zeta,\sigma _{\zeta{\cal C}},\sigma _{{\cal C}}\rightarrow0$. For $r_H\rightarrow0$, $\sigma _{\zeta{\cal C}},\sigma _{{\cal C}}\rightarrow0$ and $\sigma _\zeta={\cal O}(A)$. For $r_H={\cal O}(k^{-1})$,  $\sigma _\zeta,\sigma _{\zeta{\cal C}},\sigma _{{\cal C}}\rightarrow{\cal O}(A)$. Contours of 2D PDFs of $(\zeta_G, {\cal C}_G)$ under different $r_H$ are shown in Fig. \ref{fig:IntRegionoffPBH}. 
","and the components of the covariance matrix _ ^2 (r_H)&&_G^2({ x},r_H)= _{}^{} W^2({k,r_H} ){ T}^2(k,r_H)P_(k){ d} k~, _{}^2(r_H) &&_G({ x},r_H){ C}({ x},r_H)= {3}r_H _{}^{} W({k,r_H} )W_{,r_H}({k,r_H} ){ T}^2(k,r_H)P_(k){ d} k~, _{{ C}}^2(r_H)&&^2({ x},r_H) ={9}r_H^2_{}^{} W_{,r_H}^2({k,r_H} ){ T}^2(k,r_H)P_(k){ d} k~. Here is the window function, and the transfer function is from Eq. , where we set for calculating the variance at the horizon crossing of . See also for discussions on various choices of window functions. Generally speaking, for , . For , and . For , . Contours of 2D PDFs of under different are shown in Fig. .",633,text,Source_83,2510.22218v1
84,"A PBH will be formed once the compaction ${\cal C}$ is over the threshold ${\cal C}_{\rm th}$. Moreover, we restrict ourselves into the Type I perturbation where ${\cal C}_l<4/3$. Then the mass fraction of the PBH is given by: 
","A PBH will be formed once the compaction is over the threshold . Moreover, we restrict ourselves into the Type I perturbation where . Then the mass fraction of the PBH is given by:",180,text,Source_84,2510.22218v1
85,"\begin{align}
    \label{MassFrac}
\beta(r_H)  = \int_{\cal D} {\cal K}({\cal C} - {\cal C}_{\rm th})^{\gamma_M} P(\zeta_G, {\cal C}_G){d}\zeta_G{ d}{\cal C}_G~,
\end{align}","\begin{align}
    \label{MassFrac}
\beta(r_H)  = \int_{\cal D} {\cal K}({\cal C} - {\cal C}_{\rm th})^{\gamma_M} P(\zeta_G, {\cal C}_G){d}\zeta_G{ d}{\cal C}_G~,
\end{align}",173,text,Source_85,2510.22218v1
86,"with integral interval $ {\cal D} = \left\{{\cal C} > {\cal C}_{\rm th}, {\cal C}_l < 4/3  \right\}$. Eq. \eqref{MassFrac} comes into being due to the empirical formula of the PBH mass \cite{Choptuik:1992jv, Evans:1994pj, Niemeyer:1997mt}:
",with integral interval . Eq. comes into being due to the empirical formula of the PBH mass :,92,text,Source_86,2510.22218v1
87,"\begin{equation}
    \label{MassRelation}
M_{\rm PBH}={\cal K}({\cal C}-{\cal C}_{\rm th})^{\gamma_M} M_H~,
\end{equation}","\begin{equation}
    \label{MassRelation}
M_{\rm PBH}={\cal K}({\cal C}-{\cal C}_{\rm th})^{\gamma_M} M_H~,
\end{equation}",122,text,Source_87,2510.22218v1
88,"where parameters ${\cal K}$ and ${\gamma_M}$ depend on the equation of state $w$. For the radiation-dominated era where $w=1/3$, we set ${\cal K}=4$ and ${\gamma_M}=0.36$. 
The total abundance of PBHs is then given by the integral on horizon mass $M_H$ (see \cite{Kitajima:2021fpq, Ferrante:2022mui}):
","where parameters and depend on the equation of state . For the radiation-dominated era where , we set and . The total abundance of PBHs is then given by the integral on horizon mass (see ):",189,text,Source_88,2510.22218v1
89,"\begin{equation}
        \label{Abund}
        {f_{{\rm{PBH}}}} \simeq\frac{1}{\Omega_{\rm{DM}}}\int_{{M_{{H}}} = 0}^{ + \infty } {{{d \ln}}{M_{{H}}}{{\left({\frac{{{M_{{H}}}}}{{{2.8\times10^{17}M_\odot }}}} \right)}^{ - 1/2}}\beta}~,
\end{equation}","\begin{equation}
        \label{Abund}
        {f_{{\rm{PBH}}}} \simeq\frac{1}{\Omega_{\rm{DM}}}\int_{{M_{{H}}} = 0}^{ + \infty } {{{d \ln}}{M_{{H}}}{{\left({\frac{{{M_{{H}}}}}{{{2.8\times10^{17}M_\odot }}}} \right)}^{ - 1/2}}\beta}~,
\end{equation}",249,text,Source_89,2510.22218v1
90,"while the horizon scale $r_H$ and its mass $M_H$ take the relation: 
",while the horizon scale and its mass take the relation:,55,text,Source_90,2510.22218v1
91,"\begin{equation}
    \label{RadiusandMass}
    {M_{{H}}} \simeq 17{M_ \odot }{\left({\frac{{{g_ * }}}{{10.75}}} \right)^{ - 1/6}}{\left( \frac{r_H}{10^{-6}{\rm Mpc}} \right)^2}~.
\end{equation}","\begin{equation}
    \label{RadiusandMass}
    {M_{{H}}} \simeq 17{M_ \odot }{\left({\frac{{{g_ * }}}{{10.75}}} \right)^{ - 1/6}}{\left( \frac{r_H}{10^{-6}{\rm Mpc}} \right)^2}~.
\end{equation}",193,text,Source_91,2510.22218v1
